# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1706797416.41424 1.380559 1.436573 1.471210 0.023626 0.040552 -0.393109 0.918294 0.0000043867 -0.0000003962 -0.0000371080 0.0000010158 0.0000045623 0.0003979260 0.0033668111 -0.0007838965 0.0000192397 0.0033038824 0.0000145107 0.0025359927
1706797416.48086 1.416235 1.406198 1.469951 0.024231 0.039975 -0.404891 0.913169 0.0000043454 -0.0000004070 -0.0000369812 0.0000010021 0.0000047079 0.0003979481 0.0033324763 -0.0007866187 0.0000196506 0.0033430538 0.0000141874 0.0025357652
1706797416.54750 1.450770 1.375034 1.468789 0.022641 0.036152 -0.415433 0.908623 0.0000037642 -0.0000003480 -0.0000338431 0.0000009833 0.0000044513 0.0003985196 0.0032988166 -0.0007885225 0.0000200208 0.0033834338 0.0000138907 0.0025355311
1706797416.61418 1.484709 1.343949 1.467529 0.023333 0.036913 -0.426319 0.903518 0.0000038858 -0.0000003403 -0.0000346459 0.0000009631 0.0000042233 0.0003983850 0.0032649893 -0.0007884983 0.0000203598 0.0034235372 0.0000136426 0.0025353279
1706797416.68082 1.518043 1.312589 1.465901 0.022344 0.034610 -0.436451 0.898784 0.0000035444 -0.0000003029 -0.0000327651 0.0000009419 0.0000040003 0.0003987082 0.0032321784 -0.0007871960 0.0000206539 0.0034632410 0.0000134185 0.0025351216
1706797416.74749 1.549872 1.280299 1.463538 0.021533 0.030640 -0.445868 0.894315 0.0000030393 -0.0000003063 -0.0000296710 0.0000009364 0.0000044331 0.0003991892 0.0031998829 -0.0007845483 0.0000209089 0.0035030882 0.0000131813 0.0025349693
1706797416.81414 1.581330 1.247820 1.461409 0.024085 0.032352 -0.455883 0.889126 0.0000033687 -0.0000003938 -0.0000319057 0.0000009374 0.0000051616 0.0003988251 0.0031669302 -0.0007795547 0.0000211713 0.0035420233 0.0000129829 0.0025348284
1706797416.88087 1.611310 1.215315 1.460372 0.026192 0.032466 -0.466982 0.883282 0.0000034858 -0.0000004991 -0.0000326789 0.0000009584 0.0000062488 0.0003986757 0.0031353838 -0.0007735671 0.0000214131 0.0035808047 0.0000127251 0.0025348205
1706797416.94751 1.640482 1.182079 1.459859 0.028139 0.034243 -0.477605 0.877456 0.0000038400 -0.0000005699 -0.0000347881 0.0000009617 0.0000066242 0.0003983111 0.0031044673 -0.0007660096 0.0000216943 0.0036186197 0.0000124696 0.0025348235
1706797417.01416 1.668345 1.147815 1.459397 0.028288 0.031175 -0.487340 0.872197 0.0000034704 -0.0000006230 -0.0000326794 0.0000009881 0.0000077085 0.0003986369 0.0030737215 -0.0007567455 0.0000219517 0.0036557125 0.0000121913 0.0025348329
1706797417.08091 1.695846 1.113850 1.457880 0.027716 0.028895 -0.497034 0.866807 0.0000031942 -0.0000005847 -0.0000311004 0.0000009677 0.0000075671 0.0003989006 0.0030430137 -0.0007457315 0.0000221711 0.0036922492 0.0000119336 0.0025348394
1706797417.14754 1.722981 1.078549 1.457157 0.028910 0.030436 -0.506504 0.861215 0.0000034460 -0.0000006145 -0.0000326719 0.0000009603 0.0000075231 0.0003986566 0.0030135223 -0.0007338823 0.0000224508 0.0037288545 0.0000116736 0.0025348623
1706797417.21424 1.749764 1.042752 1.456534 0.032379 0.031983 -0.516576 0.855031 0.0000038593 -0.0000007789 -0.0000350600 0.0000010163 0.0000088305 0.0003982059 0.0029837178 -0.0007199244 0.0000227530 0.0037657138 0.0000112866 0.0025350108
1706797417.28088 1.775455 1.005701 1.456241 0.033474 0.032589 -0.525599 0.849449 0.0000040569 -0.0000008268 -0.0000361415 0.0000010265 0.0000090754 0.0003980130 0.0029547032 -0.0007049215 0.0000230450 0.0038027896 0.0000108980 0.0025351427
1706797417.34753 1.799277 0.968534 1.454041 0.032140 0.030209 -0.533690 0.844529 0.0000037158 -0.0000007736 -0.0000342799 0.0000010014 0.0000089192 0.0003983625 0.0029256098 -0.0006878596 0.0000232666 0.0038385912 0.0000105363 0.0025351017
1706797417.41417 1.822944 0.930665 1.453492 0.032560 0.032195 -0.541940 0.839169 0.0000039793 -0.0000007275 -0.0000357637 0.0000009578 0.0000080014 0.0003981557 0.0028975524 -0.0006690892 0.0000235143 0.0038723472 0.0000101729 0.0025351778
1706797417.48082 1.844389 0.891540 1.453868 0.032249 0.032500 -0.550992 0.833253 0.0000039837 -0.0000006588 -0.0000357939 0.0000009266 0.0000072275 0.0003981958 0.0028704327 -0.0006492819 0.0000237702 0.0039064553 0.0000097935 0.0025353318
1706797417.54747 1.866251 0.852042 1.454307 0.032071 0.032835 -0.559866 0.827311 0.0000040174 -0.0000005971 -0.0000360666 0.0000008967 0.0000064998 0.0003981889 0.0028436732 -0.0006272949 0.0000240482 0.0039378156 0.0000094651 0.0025354350
1706797417.61411 1.887037 0.811501 1.455345 0.032045 0.031525 -0.568120 0.821717 0.0000038634 -0.0000006123 -0.0000352311 0.0000009072 0.0000068347 0.0003983519 0.0028182158 -0.0006047136 0.0000242991 0.0039702840 0.0000090921 0.0025355985
1706797417.68076 1.906305 0.770295 1.455613 0.030975 0.028800 -0.576643 0.815901 0.0000034729 -0.0000005732 -0.0000330076 0.0000009049 0.0000068142 0.0003987602 0.0027932109 -0.0005801640 0.0000245356 0.0040014524 0.0000087396 0.0025357710
1706797417.74738 1.925695 0.728477 1.455463 0.031858 0.029557 -0.585748 0.809327 0.0000036404 -0.0000005944 -0.0000340165 0.0000009039 0.0000068430 0.0003986109 0.0027689388 -0.0005536914 0.0000247546 0.0040303764 0.0000083958 0.0025359479
1706797417.81404 1.943109 0.686833 1.455160 0.029834 0.026318 -0.594667 0.802987 0.0000031601 -0.0000005333 -0.0000312052 0.0000008911 0.0000066709 0.0003991005 0.0027460904 -0.0005267190 0.0000249209 0.0040594702 0.0000080939 0.0025360866
1706797417.88077 1.959130 0.645617 1.454171 0.028814 0.024886 -0.604120 0.795984 0.0000029201 -0.0000004777 -0.0000297198 0.0000008694 0.0000062133 0.0003993637 0.0027249183 -0.0004989858 0.0000250930 0.0040858459 0.0000078044 0.0025362598
1706797417.94741 1.973418 0.604189 1.453281 0.029563 0.025477 -0.614282 0.788121 0.0000030510 -0.0000004884 -0.0000306380 0.0000008588 0.0000061325 0.0003992447 0.0027051089 -0.0004704450 0.0000252183 0.0041097817 0.0000075423 0.0025363790
1706797418.01403 1.988354 0.561696 1.453041 0.031686 0.027686 -0.624871 0.779593 0.0000034358 -0.0000005151 -0.0000330900 0.0000008448 0.0000059553 0.0003988724 0.0026866440 -0.0004409689 0.0000253661 0.0041313597 0.0000073129 0.0025365078
1706797418.08068 2.003121 0.519379 1.453123 0.031855 0.027619 -0.634106 0.772096 0.0000034553 -0.0000004956 -0.0000332667 0.0000008279 0.0000056567 0.0003988662 0.0026690537 -0.0004103205 0.0000255010 0.0041544729 0.0000070944 0.0025366173
1706797418.14732 2.016014 0.477572 1.453293 0.030111 0.024243 -0.641823 0.765878 0.0000029954 -0.0000004884 -0.0000304544 0.0000008324 0.0000060709 0.0003993203 0.0026530751 -0.0003796168 0.0000255950 0.0041774509 0.0000068537 0.0025367211
1706797418.21396 2.028010 0.435293 1.452460 0.033075 0.024881 -0.649475 0.759256 0.0000032769 -0.0000006102 -0.0000322752 0.0000008618 0.0000071872 0.0003990058 0.0026384644 -0.0003481772 0.0000256880 0.0041973861 0.0000066184 0.0025368371
1706797418.28059 2.038335 0.393486 1.451381 0.033988 0.025114 -0.657213 0.752519 0.0000033944 -0.0000006283 -0.0000330256 0.0000008549 0.0000072064 0.0003988914 0.0026252548 -0.0003161930 0.0000257703 0.0042157614 0.0000063807 0.0025369334
1706797418.34721 2.047084 0.351842 1.451214 0.035556 0.025937 -0.665256 0.745317 0.0000036374 -0.0000006817 -0.0000344921 0.0000008569 0.0000074897 0.0003986378 0.0026134116 -0.0002835457 0.0000258397 0.0042310549 0.0000061370 0.0025370027
1706797418.41383 2.054999 0.310469 1.451089 0.035911 0.024593 -0.673005 0.738356 0.0000035549 -0.0000007267 -0.0000340177 0.0000008762 0.0000081333 0.0003987021 0.0026030405 -0.0002505729 0.0000258540 0.0042436850 0.0000058697 0.0025370985
1706797418.48046 2.061316 0.267261 1.450978 0.035776 0.023076 -0.681631 0.730457 0.0000033970 -0.0000007181 -0.0000331325 0.0000008789 0.0000082614 0.0003988615 0.0025941581 -0.0002172319 0.0000259379 0.0042558634 0.0000054944 0.0025373218
1706797418.54710 2.067716 0.222725 1.452002 0.037118 0.023181 -0.690399 0.722104 0.0000035440 -0.0000007751 -0.0000339769 0.0000008985 0.0000087121 0.0003987177 0.0025863539 -0.0001818467 0.0000260372 0.0042650815 0.0000051045 0.0025375363
1706797418.61376 2.073522 0.177833 1.453677 0.034135 0.021863 -0.698236 0.714719 0.0000031605 -0.0000006171 -0.0000316408 0.0000008463 0.0000073961 0.0003991775 0.0025799547 -0.0001458002 0.0000261538 0.0042750235 0.0000046851 0.0025377787
1706797418.68041 2.077425 0.132999 1.454155 0.033375 0.021180 -0.706088 0.707020 0.0000030413 -0.0000005592 -0.0000308831 0.0000008240 0.0000068223 0.0003993395 0.0025750924 -0.0001089416 0.0000262622 0.0042839348 0.0000042670 0.0025379745
1706797418.74706 2.082058 0.087333 1.455781 0.033299 0.021170 -0.713561 0.699481 0.0000030295 -0.0000005351 -0.0000308438 0.0000008127 0.0000065578 0.0003993736 0.0025718467 -0.0000722412 0.0000263785 0.0042897773 0.0000038447 0.0025381981
1706797418.81371 2.085358 0.042084 1.456428 0.034020 0.023078 -0.721471 0.691223 0.0000032641 -0.0000004662 -0.0000322969 0.0000007785 0.0000053986 0.0003991994 0.0025704097 -0.0000347607 0.0000264962 0.0042976946 0.0000034440 0.0025384678
1706797418.88034 2.087987 -0.003389 1.457194 0.035091 0.023466 -0.728510 0.683733 0.0000034199 -0.0000004853 -0.0000332297 0.0000007800 0.0000054718 0.0003990642 0.0025705726 0.0000024592 0.0000266022 0.0043033636 0.0000030425 0.0025387120
1706797418.94697 2.089660 -0.048236 1.457503 0.033116 0.021353 -0.734699 0.677248 0.0000030678 -0.0000004507 -0.0000310657 0.0000007788 0.0000054073 0.0003994397 0.0025724367 0.0000398230 0.0000267010 0.0043079815 0.0000026032 0.0025389484
1706797419.01360 2.090189 -0.093063 1.457760 0.033921 0.022590 -0.741086 0.670172 0.0000032554 -0.0000004218 -0.0000322281 0.0000007638 0.0000048406 0.0003992915 0.0025759550 0.0000770631 0.0000267912 0.0043112276 0.0000021739 0.0025392013
1706797419.08022 2.089933 -0.138041 1.458261 0.031831 0.022250 -0.746875 0.663829 0.0000030475 -0.0000003160 -0.0000309185 0.0000007373 0.0000036818 0.0003995476 0.0025809836 0.0001138223 0.0000268407 0.0043125877 0.0000017613 0.0025394132
1706797419.14684 2.087350 -0.182076 1.457425 0.029200 0.019622 -0.752132 0.658072 0.0000026181 -0.0000002790 -0.0000280460 0.0000007318 0.0000035482 0.0003999988 0.0025875954 0.0001507380 0.0000268514 0.0043125147 0.0000013266 0.0025396343
1706797419.21349 2.084773 -0.225528 1.456463 0.030970 0.021255 -0.757407 0.651862 0.0000028843 -0.0000002835 -0.0000299408 0.0000007236 0.0000033764 0.0003997450 0.0025954747 0.0001865135 0.0000268539 0.0043083664 0.0000009347 0.0025398229
1706797419.28013 2.081779 -0.268348 1.455389 0.031851 0.021530 -0.762910 0.645361 0.0000029821 -0.0000002881 -0.0000305983 0.0000007190 0.0000033478 0.0003996649 0.0026046756 0.0002212203 0.0000268525 0.0043046989 0.0000005432 0.0025400097
1706797419.34674 2.078419 -0.311354 1.455928 0.033693 0.023460 -0.767626 0.639582 0.0000033309 -0.0000002733 -0.0000327855 0.0000007086 0.0000029400 0.0003993403 0.0026151843 0.0002554808 0.0000268517 0.0043003783 0.0000001759 0.0025401616
1706797419.41339 2.074267 -0.354216 1.457182 0.032620 0.024150 -0.771155 0.635353 0.0000032823 -0.0000001791 -0.0000325210 0.0000006895 0.0000017998 0.0003994140 0.0026270859 0.0002898943 0.0000268313 0.0042953569 -0.0000001834 0.0025402803
1706797419.48013 2.064938 -0.393027 1.456338 0.031633 0.022052 -0.775240 0.630488 0.0000030180 -0.0000001993 -0.0000309131 0.0000006878 0.0000021770 0.0003996855 0.0026404310 0.0003242068 0.0000267984 0.0042890460 -0.0000006173 0.0025404167
1706797419.54722 2.057542 -0.435659 1.457551 0.034101 0.024149 -0.780270 0.624046 0.0000034300 -0.0000002006 -0.0000334494 0.0000006823 0.0000020179 0.0003992925 0.0026539199 0.0003543231 0.0000267504 0.0042740368 -0.0000010095 0.0025405482
1706797419.61432 2.050011 -0.479360 1.459587 0.034808 0.023939 -0.784754 0.618366 0.0000034900 -0.0000002267 -0.0000338052 0.0000006810 0.0000022926 0.0003992445 0.0026698927 0.0003873743 0.0000266999 0.0042625232 -0.0000014133 0.0025406444
1706797419.68145 2.041518 -0.522146 1.461722 0.034997 0.023664 -0.788618 0.613430 0.0000034916 -0.0000002280 -0.0000338277 0.0000006759 0.0000023117 0.0003992535 0.0026877757 0.0004214379 0.0000266494 0.0042511994 -0.0000018385 0.0025407466
1706797419.74862 2.032837 -0.564245 1.464252 0.032131 0.021750 -0.792069 0.609197 0.0000030491 -0.0000001803 -0.0000311517 0.0000006667 0.0000019039 0.0003997087 0.0027067481 0.0004542856 0.0000265749 0.0042382689 -0.0000022952 0.0025408269
1706797419.81579 2.023621 -0.605383 1.466164 0.026803 0.017038 -0.795263 0.605432 0.0000022387 -0.0000001743 -0.0000255186 0.0000006645 0.0000022410 0.0004005186 0.0027265503 0.0004859462 0.0000264281 0.0042250593 -0.0000027543 0.0025408929
1706797419.88313 2.011670 -0.646628 1.466265 0.028310 0.015251 -0.800371 0.598642 0.0000022254 -0.0000002662 -0.0000254396 0.0000006794 0.0000036651 0.0004005181 0.0027473870 0.0005164136 0.0000263205 0.0042115110 -0.0000032177 0.0025409932
1706797419.95033 2.001002 -0.687568 1.467561 0.031139 0.016801 -0.806520 0.590147 0.0000025759 -0.0000003088 -0.0000281231 0.0000006752 0.0000038730 0.0004001615 0.0027694204 0.0005456153 0.0000262435 0.0041932987 -0.0000036447 0.0025410331
1706797420.01750 1.990335 -0.729690 1.469080 0.034618 0.016228 -0.812754 0.581351 0.0000028737 -0.0000004609 -0.0000301294 0.0000007133 0.0000056414 0.0003998368 0.0027925448 0.0005743346 0.0000261414 0.0041773728 -0.0000041021 0.0025411379
1706797420.08466 1.978888 -0.771361 1.469373 0.034455 0.015696 -0.819753 0.571465 0.0000028404 -0.0000004489 -0.0000299073 0.0000007067 0.0000055427 0.0003998856 0.0028182213 0.0006042175 0.0000260475 0.0041616304 -0.0000045818 0.0025412789
1706797420.15188 1.967068 -0.812942 1.469709 0.036179 0.015700 -0.827499 0.560080 0.0000030165 -0.0000004920 -0.0000310890 0.0000007147 0.0000058935 0.0003997066 0.0028449382 0.0006330254 0.0000259659 0.0041445537 -0.0000050776 0.0025414640
1706797420.21908 1.954901 -0.854011 1.470549 0.037044 0.014234 -0.835765 0.547651 0.0000030085 -0.0000005616 -0.0000310502 0.0000007418 0.0000068190 0.0003996973 0.0028726309 0.0006609385 0.0000258804 0.0041277356 -0.0000055825 0.0025416817
1706797420.28629 1.942146 -0.893645 1.470397 0.037840 0.013296 -0.842954 0.536489 0.0000030359 -0.0000006026 -0.0000312360 0.0000007576 0.0000073389 0.0003996646 0.0029014949 0.0006880822 0.0000257871 0.0041103201 -0.0000060578 0.0025419087
1706797420.35350 1.929161 -0.933306 1.469815 0.038774 0.012835 -0.849566 0.525899 0.0000031184 -0.0000006363 -0.0000317616 0.0000007699 0.0000076644 0.0003995871 0.0029303345 0.0007132217 0.0000257020 0.0040922944 -0.0000065059 0.0025421428
1706797420.42072 1.915094 -0.972623 1.469188 0.039441 0.012589 -0.856165 0.515041 0.0000031930 -0.0000006477 -0.0000322347 0.0000007719 0.0000077193 0.0003995266 0.0029606575 0.0007380679 0.0000256202 0.0040736290 -0.0000069166 0.0025423726
1706797420.48788 1.900304 -1.011208 1.468490 0.039736 0.012284 -0.862073 0.505075 0.0000032075 -0.0000006318 -0.0000323587 0.0000007647 0.0000075094 0.0003995320 0.0029917825 0.0007616799 0.0000255393 0.0040532877 -0.0000072929 0.0025426069
1706797420.55459 1.884117 -1.048771 1.467757 0.039364 0.011735 -0.867055 0.496516 0.0000031451 -0.0000006183 -0.0000319890 0.0000007634 0.0000074459 0.0003996133 0.0030232910 0.0007839499 0.0000254503 0.0040325327 -0.0000076567 0.0025428415
1706797420.62130 1.865432 -1.084560 1.466405 0.036657 0.008744 -0.871283 0.489332 0.0000026890 -0.0000006182 -0.0000290409 0.0000007949 0.0000082250 0.0004000531 0.0030550942 0.0008044049 0.0000253053 0.0040088904 -0.0000079940 0.0025430711
1706797420.68801 1.846175 -1.120533 1.465033 0.036566 0.007684 -0.876580 0.479804 0.0000026269 -0.0000006393 -0.0000286380 0.0000008128 0.0000086285 0.0004001141 0.0030865753 0.0008219752 0.0000251482 0.0039817950 -0.0000083227 0.0025433436
1706797420.75472 1.826013 -1.156568 1.464068 0.039517 0.010386 -0.882335 0.468844 0.0000031081 -0.0000006193 -0.0000318217 0.0000007666 0.0000074877 0.0003996937 0.0031194331 0.0008391066 0.0000250284 0.0039542441 -0.0000085648 0.0025435723
1706797420.82143 1.805263 -1.192141 1.463636 0.041348 0.011418 -0.887648 0.458520 0.0000033944 -0.0000006149 -0.0000335682 0.0000007495 0.0000070186 0.0003994426 0.0031528040 0.0008551579 0.0000248956 0.0039262034 -0.0000088188 0.0025437954
1706797420.88814 1.783287 -1.226905 1.462664 0.042057 0.011666 -0.892431 0.449069 0.0000035133 -0.0000006046 -0.0000342502 0.0000007407 0.0000067369 0.0003993551 0.0031872629 0.0008703129 0.0000247421 0.0038976851 -0.0000090733 0.0025440236
1706797420.95484 1.760068 -1.262414 1.462370 0.039746 0.011078 -0.897402 0.439280 0.0000032112 -0.0000005122 -0.0000324599 0.0000007160 0.0000059737 0.0003997002 0.0032218101 0.0008837784 0.0000245573 0.0038681772 -0.0000093676 0.0025442483
1706797421.02155 1.735219 -1.295973 1.461664 0.041585 0.011665 -0.902574 0.428362 0.0000034813 -0.0000005244 -0.0000340616 0.0000007113 0.0000058156 0.0003994602 0.0032584944 0.0008965563 0.0000243688 0.0038367299 -0.0000096350 0.0025444880
1706797421.08826 1.710607 -1.327759 1.460630 0.041950 0.012089 -0.908563 0.415461 0.0000035705 -0.0000004782 -0.0000345631 0.0000006943 0.0000051676 0.0003994183 0.0032937085 0.0009063141 0.0000241828 0.0038036390 -0.0000098361 0.0025447175
1706797421.15497 1.685324 -1.360377 1.460305 0.042111 0.012398 -0.914238 0.402792 0.0000036293 -0.0000004314 -0.0000348784 0.0000006804 0.0000045576 0.0003994051 0.0033278814 0.0009142979 0.0000239751 0.0037713824 -0.0000100412 0.0025449229
1706797421.22168 1.658643 -1.391229 1.459491 0.042006 0.011077 -0.919105 0.391610 0.0000035603 -0.0000004658 -0.0000344635 0.0000006905 0.0000049885 0.0003994933 0.0033640851 0.0009217887 0.0000237260 0.0037381801 -0.0000102700 0.0025451184
1706797421.28839 1.631531 -1.422479 1.458122 0.038697 0.010740 -0.923386 0.381766 0.0000031396 -0.0000003482 -0.0000319502 0.0000006644 0.0000039101 0.0003999626 0.0033985592 0.0009267019 0.0000234222 0.0037042802 -0.0000104953 0.0025452592
1706797421.35510 1.604302 -1.451771 1.456194 0.033739 0.009081 -0.926864 0.373769 0.0000025211 -0.0000002728 -0.0000279031 0.0000006493 0.0000034126 0.0004006018 0.0034341453 0.0009311821 0.0000230332 0.0036705284 -0.0000106578 0.0025453816
1706797421.42180 1.576574 -1.481021 1.454498 0.026756 0.005660 -0.929595 0.367566 0.0000017388 -0.0000002338 -0.0000216034 0.0000006531 0.0000037124 0.0004014004 0.0034673492 0.0009338857 0.0000225879 0.0036386582 -0.0000108738 0.0025455789
1706797421.48851 1.549184 -1.508856 1.452812 0.020707 0.002868 -0.931540 0.363039 0.0000012321 -0.0000001911 -0.0000162642 0.0000006545 0.0000038960 0.0004019226 0.0035008044 0.0009356245 0.0000221054 0.0036066738 -0.0000110533 0.0025457522
1706797421.55522 1.523276 -1.535695 1.451565 0.015174 0.000410 -0.932871 0.359892 0.0000008937 -0.0000001498 -0.0000114407 0.0000006555 0.0000041353 0.0004022693 0.0035327220 0.0009360314 0.0000215958 0.0035753104 -0.0000111787 0.0025458874
1706797421.62193 1.498533 -1.559460 1.449916 0.010033 -0.000966 -0.933647 0.358052 0.0000006903 -0.0000001015 -0.0000072525 0.0000006419 0.0000037393 0.0004024846 0.0035633029 0.0009360799 0.0000210767 0.0035454454 -0.0000111690 0.0025459575
1706797421.68864 1.475191 -1.581410 1.448537 0.005709 -0.002025 -0.933979 0.357277 0.0000005917 -0.0000000614 -0.0000036240 0.0000006303 0.0000031666 0.0004026080 0.0035902091 0.0009349490 0.0000205978 0.0035187336 -0.0000111920 0.0025460997
1706797421.75534 1.452974 -1.600397 1.447337 0.002669 -0.002341 -0.934019 0.357206 0.0000005648 -0.0000000411 -0.0000012428 0.0000006195 0.0000025403 0.0004026594 0.0036150215 0.0009330897 0.0000201650 0.0034932842 -0.0000111063 0.0025462010
1706797421.82205 1.433309 -1.617296 1.446334 0.001368 -0.002842 -0.934107 0.356978 0.0000005631 -0.0000000347 -0.0000001224 0.0000006194 0.0000025704 0.0004026748 0.0036361681 0.0009302887 0.0000197598 0.0034699835 -0.0000110247 0.0025463539
1706797421.88875 1.416384 -1.630184 1.446503 0.000355 -0.002384 -0.934173 0.356812 0.0000005587 -0.0000000329 0.0000004516 0.0000006100 0.0000019942 0.0004026878 0.0036548558 0.0009276331 0.0000193495 0.0034482491 -0.0000107772 0.0025463908
1706797421.95545 1.401520 -1.641430 1.446801 0.000287 -0.002720 -0.934242 0.356629 0.0000005595 -0.0000000338 0.0000006313 0.0000006107 0.0000022112 0.0004026918 0.0036687147 0.0009242764 0.0000190434 0.0034297616 -0.0000104738 0.0025464358
1706797422.02214 1.388702 -1.650315 1.446602 -0.000217 -0.001912 -0.934287 0.356518 0.0000005575 -0.0000000370 0.0000007416 0.0000006018 0.0000014987 0.0004027026 0.0036805331 0.0009211129 0.0000188187 0.0034126911 -0.0000100396 0.0025464260
1706797422.08884 1.377769 -1.653120 1.446553 0.000197 -0.000731 -0.934478 0.356021 0.0000005451 -0.0000000421 -0.0000000082 0.0000005946 0.0000008425 0.0004027037 0.0036892009 0.0009175702 0.0000186431 0.0033963365 -0.0000094610 0.0025463704
1706797422.15555 1.369114 -1.657097 1.446080 0.000701 -0.000185 -0.934816 0.355132 0.0000005483 -0.0000000434 -0.0000004311 0.0000005942 0.0000004216 0.0004027081 0.0036899928 0.0009122833 0.0000184900 0.0033843638 -0.0000090565 0.0025463812
1706797422.22224 1.361317 -1.660342 1.445174 0.001185 0.001542 -0.935114 0.354342 0.0000005541 -0.0000000412 -0.0000013306 0.0000005982 -0.0000007627 0.0004027072 0.0036929741 0.0009094669 0.0000183681 0.0033756000 -0.0000087629 0.0025464856
1706797422.28894 1.354523 -1.660375 1.443674 0.001985 0.001951 -0.935328 0.353770 0.0000005622 -0.0000000405 -0.0000021074 0.0000006003 -0.0000007911 0.0004027071 0.0036952485 0.0009063466 0.0000182765 0.0033667420 -0.0000083481 0.0025465142
1706797422.35563 1.348794 -1.659682 1.442317 0.003458 0.002300 -0.935513 0.353269 0.0000005791 -0.0000000411 -0.0000033207 0.0000005962 -0.0000006577 0.0004026956 0.0036932255 0.0009017637 0.0000182733 0.0033581818 -0.0000077630 0.0025463340
1706797422.42232 1.344914 -1.656853 1.441048 0.005555 0.003346 -0.935732 0.352651 0.0000006192 -0.0000000361 -0.0000051800 0.0000005976 -0.0000008655 0.0004026601 0.0036902833 0.0008979055 0.0000182585 0.0033520737 -0.0000073685 0.0025463257
1706797422.48902 1.342945 -1.651268 1.439522 0.006526 0.005060 -0.935864 0.352264 0.0000006547 -0.0000000187 -0.0000064592 0.0000006014 -0.0000018609 0.0004026169 0.0036844359 0.0008941773 0.0000183263 0.0033479086 -0.0000069103 0.0025461893
1706797422.55574 1.342171 -1.645145 1.438890 0.008590 0.007873 -0.935916 0.352032 0.0000007413 0.0000000250 -0.0000087566 0.0000006210 -0.0000033944 0.0004025113 0.0036751811 0.0008901147 0.0000183833 0.0033457457 -0.0000065265 0.0025461650
1706797422.62246 1.342861 -1.638357 1.438967 0.011731 0.009645 -0.935944 0.351821 0.0000008824 0.0000000624 -0.0000115685 0.0000006289 -0.0000038781 0.0004023600 0.0036653181 0.0008864928 0.0000184762 0.0033448283 -0.0000061847 0.0025461279
1706797422.68918 1.343727 -1.630605 1.439663 0.016229 0.010088 -0.935891 0.351772 0.0000011206 0.0000000602 -0.0000151611 0.0000006119 -0.0000028970 0.0004021365 0.0036551630 0.0008835508 0.0000185923 0.0033453499 -0.0000059193 0.0025460911
1706797422.75591 1.346021 -1.623135 1.439612 0.017702 0.012519 -0.936027 0.351261 0.0000012556 0.0000001318 -0.0000168711 0.0000006350 -0.0000042963 0.0004019722 0.0036442004 0.0008800346 0.0000187149 0.0033456801 -0.0000056881 0.0025460468
1706797422.82264 1.348334 -1.615784 1.439833 0.019775 0.014306 -0.936139 0.350782 0.0000014454 0.0000001910 -0.0000190142 0.0000006502 -0.0000050448 0.0004017596 0.0036339653 0.0008777082 0.0000188402 0.0033476705 -0.0000055008 0.0025459970
1706797422.88937 1.350874 -1.608956 1.439783 0.021314 0.015125 -0.936341 0.350119 0.0000015794 0.0000002181 -0.0000203936 0.0000006522 -0.0000052134 0.0004016173 0.0036243905 0.0008753701 0.0000189480 0.0033493653 -0.0000053751 0.0025459546
1706797422.95609 1.353877 -1.602848 1.439911 0.022844 0.015344 -0.936596 0.349329 0.0000016981 0.0000002232 -0.0000215474 0.0000006439 -0.0000050059 0.0004014985 0.0036159942 0.0008735270 0.0000190439 0.0033511945 -0.0000053092 0.0025459158
1706797423.02282 1.357280 -1.597399 1.440870 0.024101 0.015574 -0.936728 0.348880 0.0000018031 0.0000002268 -0.0000225175 0.0000006359 -0.0000048259 0.0004013926 0.0036085471 0.0008725054 0.0000191308 0.0033538269 -0.0000052894 0.0025458839
1706797423.08955 1.361165 -1.592480 1.441422 0.025329 0.016042 -0.936596 0.349127 0.0000019135 0.0000002436 -0.0000234955 0.0000006333 -0.0000048839 0.0004012738 0.0036018460 0.0008720134 0.0000192141 0.0033569064 -0.0000052972 0.0025458564
1706797423.15627 1.365006 -1.588208 1.441987 0.026534 0.015915 -0.936426 0.349500 0.0000020174 0.0000002287 -0.0000243809 0.0000006184 -0.0000044308 0.0004011732 0.0035959289 0.0008720159 0.0000192932 0.0033603324 -0.0000053281 0.0025458312
1706797423.22300 1.368548 -1.584743 1.442654 0.027999 0.016029 -0.936415 0.349408 0.0000021513 0.0000002248 -0.0000254709 0.0000006077 -0.0000041543 0.0004010379 0.0035910847 0.0008722577 0.0000193716 0.0033634404 -0.0000053780 0.0025458121
1706797423.28972 1.371781 -1.581946 1.443675 0.029005 0.016198 -0.936340 0.349519 0.0000022398 0.0000002258 -0.0000261724 0.0000006001 -0.0000040276 0.0004009441 0.0035873759 0.0008728798 0.0000194453 0.0033664015 -0.0000054476 0.0025457961
1706797423.35644 1.374916 -1.579865 1.444122 0.029198 0.016368 -0.935940 0.350566 0.0000022669 0.0000002340 -0.0000263939 0.0000005961 -0.0000040875 0.0004009073 0.0035846189 0.0008737209 0.0000195126 0.0033690797 -0.0000055185 0.0025457830
